0    26994.5751205   23029.8035339   29643.9876393   23029.8035339   126.152646647
1    40966.9675327   33761.9251354   43651.1604139   33761.9251354   78.5664749153
2    44390.4119764   29869.9788348   38123.1825294   29869.9788348   39.2680602579
3    45018.9376662   35546.5207695   45588.2804069   35546.5207695   45.4144464027
4    39752.3246879   27797.3328605   38041.7499446   27797.3328605   23.4716763129
5    45680.217737   34198.8509967   43946.846407   34198.8509967   32.4511902867
6    43051.3104726   29093.4004421   40028.2632381   29093.4004421   40.3070135903
7    48149.6331895   30862.5101541   41257.5344066   30862.5101541   70.2962265931
8    46570.7748738   28969.1060783   39794.6997791   28969.1060783   32.3602780081
9    50060.3219777   27561.0884641   37129.3405292   27561.0884641   63.4424930562
10    46044.5007155   27333.9213662   37685.3515535   27333.9213662   33.8364161451
11    47228.5549798   30079.8823511   40000.4145663   30079.8823511   63.6259988423
12    46871.2025217   26203.253844   37022.6107964   26203.253844   33.2238941968
13    48459.9108003   29527.9464579   39925.006348   29527.9464579   49.8990371357
14    48098.6931577   25973.2444933   36716.7562844   25973.2444933   39.8781965502
15    51612.4216167   31749.6676434   42917.3288428   31749.6676434   46.5968412175
16    47977.7555911   24657.8931878   35419.4450743   24657.8931878   1424.97780144
17    52336.6445351   29571.5898337   39513.1029693   29571.5898337   37.7754005582
18    45731.0454351   24933.7020805   35434.4933036   24933.7020805   1235.17992737
19    51108.1212007   31240.1251788   41646.4061723   31240.1251788   30.6608918891
20    42140.3896657   26887.1621362   37851.7305891   26887.1621362   281.764766981
21    51908.9862562   29905.3236304   39397.1599927   29905.3236304   22.3365244894
22    42717.571103   24863.7446557   34828.308902   24863.7446557   492.370310937
23    54309.3205936   31944.8341946   41993.672369   31944.8341946   20.5868869089
24    39385.032223   24171.6472076   34042.0187922   24171.6472076   260.807907774
25    53556.1259162   31466.2361805   43001.4881234   31466.2361805   27.6414458681
26    40164.3313407   23534.0327242   33910.8017094   23534.0327242   529.38106883
27    55457.3777931   31529.0571045   42362.4045734   31529.0571045   37.3255502682
28    40108.9996464   23500.7169618   33483.6795825   23500.7169618   426.190201615
29    54868.977448   33163.7198855   44400.00396   33163.7198855   232.777289015
30    41322.9268343   22692.3517061   32717.0137701   22692.3517061   180.221573565
31    55703.1429892   33897.9248574   45975.2525114   33897.9248574   126.022069748
32    41947.0367868   22681.3315227   33230.4572323   22681.3315227   79.2229679065
33    56237.6613476   30430.6679597   41069.4880293   30430.6679597   419.146750849
34    40925.629921   22774.1623378   34059.0932432   22774.1623378   245.632518884
35    54763.2352528   31168.3034103   41407.1389068   31168.3034103   46.6626319768
36    40000.5044794   24846.5954603   35806.5343823   24846.5954603   96.495688429
37    55724.2827731   33740.3410679   45715.3137483   33740.3410679   387.714688437
38    42493.031528   25224.5451299   36652.3360629   25224.5451299   76.7971743131
39    55506.8960777   29029.2164819   38843.9777818   29029.2164819   147.667327918
40    42991.9041552   24250.918341   34042.4992163   24250.918341   94.5885364742
41    55456.8021439   29926.9690582   41230.7191646   29926.9690582   5908.69219587
42    41157.8303551   23804.3399541   34676.7155564   23804.3399541   114.194293754
43    55801.3841439   31032.6150429   41734.7536809   31032.6150429   71.9836097181
44    38197.9550347   25126.0268032   36114.9053635   25126.0268032   37.915795867
45    53202.2283292   31014.9709137   41690.2918118   31014.9709137   58.4115787002
46    42458.6607988   22311.1027213   32471.0922259   22311.1027213   2719.22469213
47    53195.4366697   30886.6262412   40964.0822828   30886.6262412   47.8633883592
48    40486.9166816   26946.7359908   38269.9498902   26946.7359908   24.7207667709
49    51214.8573415   28368.0820331   37754.5775481   28368.0820331   99.0414351843
50    42207.4811409   27177.5627298   38225.6711168   27177.5627298   165.94439571
51    50120.1942171   28169.995536   38124.2670006   28169.995536   441.853811393
52    41905.2257434   25370.0598386   35930.9323911   25370.0598386   43.1669945873
53    51301.0783573   28840.7520821   38995.2030418   28840.7520821   132.536477006
54    42583.2982252   26269.0328398   37251.7890323   26269.0328398   169.363423143
55    53242.503759   29624.0871395   40396.6453625   29624.0871395   98.6572180301
56    43646.1205223   25783.0301987   36530.9680381   25783.0301987   112.724315149
57    52452.8721646   31827.2506274   43920.9296104   31827.2506274   184.278485699
58    45899.4790886   24238.6923361   34909.0603958   24238.6923361   139.948556703
59    53607.7566349   30874.1420441   42229.4799684   30874.1420441   357.393349022
60    43326.3433748   25203.2429633   35953.5839383   25203.2429633   220.223130703
61    53572.8545009   29447.3460459   40009.8175998   29447.3460459   211.251492178
62    43934.961727   23982.6734464   34350.7759294   23982.6734464   75.4654167579
63    53328.4005477   30984.3423861   41972.9241025   30984.3423861   214.086784681
64    41998.9756462   26033.0296712   37393.7018649   26033.0296712   66.3481788736
65    55633.2833594   28514.957876   39059.7217871   28514.957876   626.919776172
