0    96791.2801859   57237.6689926   67077.0465448   57237.6689926   649088.128454
1    69691.8489205   53492.6256955   68583.8297343   53492.6256955   3723883.97422
2    80826.8778435   62681.9920482   77891.5527871   62681.9920482   51799.5711824
3    76044.1556105   59134.2530106   75686.171169   59134.2530106   450135.22781
4    83169.4823826   64030.1919324   80046.1852803   64030.1919324   17655.4315845
5    79605.5134273   60616.6158687   78723.1524806   60616.6158687   3920.11280627
6    84055.1868615   65540.5552608   83633.7104806   65540.5552608   371483.889641
7    81626.9599393   57256.2242536   76229.605551   57256.2242536   76098.7591586
8    91008.35859   62342.9162582   80779.8422406   62342.9162582   1133.52768127
9    83015.8111477   59519.5819852   79194.7835025   59519.5819852   3110.82978687
10    92520.4104452   61380.9570653   80012.3810335   61380.9570653   50483.9699
11    83131.6596316   58646.4247858   78995.1055458   58646.4247858   343.667693291
12    90734.8766795   62615.7179478   82201.8750521   62615.7179478   36960.4635537
13    84268.5222246   56632.4391134   76523.8655811   56632.4391134   273.263950649
14    93735.8571024   60917.46672   79448.0924602   60917.46672   83805.4733263
15    90452.4410347   55173.5554424   76315.9964027   55173.5554424   1258.98677181
16    90633.5471201   62760.7270931   84488.8146733   62760.7270931   1176.06325699
17    85237.2242872   57376.2595305   79097.5648155   57376.2595305   1678.5098893
18    93315.0798715   63005.9134525   83705.7080876   63005.9134525   1126.13992374
19    84643.6026022   56434.837875   78092.7466743   56434.837875   855.320511958
20    93379.8125842   62782.1363929   83511.1928225   62782.1363929   1169.31740195
21    83110.5139511   57517.6775413   79249.420309   57517.6775413   391.909991706
22    93478.0694131   63957.8843171   86482.0927246   63957.8843171   2232.99832847
23    84989.1908179   57157.818268   80168.4815103   57157.818268   275.224112003
24    94376.9631387   67069.578389   88851.1992696   67069.578389   407.44974882
25    85839.77324   53883.4266115   76213.7118416   53883.4266115   306.62601514
26    96300.6187741   66789.2014391   88156.5259799   66789.2014391   830.244397068
27    88729.2573379   56524.0717185   78497.2575689   56524.0717185   422.7361167
28    94144.4919345   64709.7797128   85601.455733   64709.7797128   730.23285609
29    91042.5787559   54844.3275337   76913.270572   54844.3275337   721.996555202
30    97236.0926993   60049.9065439   80771.547629   60049.9065439   566.432900085
31    90574.5964521   54043.3488914   75777.6629662   54043.3488914   706.519911782
32    96191.3380642   60786.5161213   81445.7914562   60786.5161213   595.5582986
33    89889.4525003   54290.5021211   76050.787347   54290.5021211   539.334368722
34    95398.831149   59451.4523576   80779.9382597   59451.4523576   717.035297867
35    89653.2631715   55542.5435871   78131.4262591   55542.5435871   544.750571921
36    93610.2598275   60388.8118226   81788.5464345   60388.8118226   520.092273749
37    88592.5208485   56763.4944537   79038.6685878   56763.4944537   555.463161499
38    92791.6315952   61773.140736   83716.2722962   61773.140736   537.82387603
39    89121.9463961   54167.5694056   75900.8708807   54167.5694056   315.471674465
40    95469.2163261   62489.6238024   84693.6028096   62489.6238024   703.332697808
41    91435.7877154   53764.4473521   74586.4156269   53764.4473521   529.045382985
42    93958.3070347   59701.5747113   80638.8528404   59701.5747113   820.634210601
43    88676.0191798   52430.9435115   72898.4290302   52430.9435115   488.928852638
44    96935.5847963   57030.3486674   77229.9007082   57030.3486674   707.626740546
45    89042.6441372   54692.9740069   75669.7297359   54692.9740069   1085.45169861
46    96169.4568618   54785.2323433   76213.982994   54785.2323433   613.443641166
47    90427.3197029   56160.439562   77248.9137262   56160.439562   1541.23157906
48    93238.2544528   56727.5912136   78355.9269559   56727.5912136   735.910400629
49    89237.4706815   56055.400973   77077.5465792   56055.400973   919.271894127
50    92822.9017824   56967.5649517   79448.7196288   56967.5649517   2024.33466139
51    89357.4902282   55515.2733143   76467.9245533   55515.2733143   416.938247154
52    93592.3336666   55055.4736898   76897.1963484   55055.4736898   581.060218576
53    89704.2803576   54982.502   75846.4509828   54982.502   428.59199409
54    92262.8792731   58438.9279978   81502.6577299   58438.9279978   387.906775525
55    86633.5758799   57153.3642491   77665.8684213   57153.3642491   496.625776717
56    90439.3863149   55673.9085903   77391.4774379   55673.9085903   531.576326952
57    91715.7498979   55552.2922201   76156.1388539   55552.2922201   719.632375066
58    92825.6016087   56983.5416844   78784.9215289   56983.5416844   309.117610088
59    91295.8941001   53776.1790593   73514.9889395   53776.1790593   743.951671005
60    94018.5545483   55924.9705554   77963.7890146   55924.9705554   331.024289419
61    92780.3565667   53201.0327079   73858.9142297   53201.0327079   646.083424224
62    92492.9472989   57256.1589502   79315.3231247   57256.1589502   232.147148225
63    93466.9001898   52209.5475757   73770.8024371   52209.5475757   1017.21903583
64    93366.079164   57338.300565   78781.0300887   57338.300565   441.41607209
65    91883.1279716   55098.6981266   76837.4658579   55098.6981266   1236.07650995
66    91478.3348082   59150.5392765   81708.468506   59150.5392765   515.645044644
67    93677.7460395   54974.8271437   76268.3959828   54974.8271437   2053.84476577
68    92761.3371157   57830.6065619   79108.1048832   57830.6065619   470.231354063
69    92337.6529891   53587.3030818   74038.2616347   53587.3030818   600.531645527
70    90920.5031556   58211.0740918   80106.5263719   58211.0740918   1273.80224062
71    92121.2306858   56550.5550268   77497.1012256   56550.5550268   575.470740106
72    87458.2906233   55449.5600144   77601.0140012   55449.5600144   683.632752779
73    95468.1701299   59186.5686793   81194.3752415   59186.5686793   3975.60883741
74    86796.9928821   54259.3998076   76096.3323238   54259.3998076   483.553705347
75    94722.4017057   59097.8932874   81180.3681306   59097.8932874   321.423672034
76    87651.6137722   55483.4006689   78230.1452837   55483.4006689   417.44935206
77    96094.4689176   57520.1752086   79591.0271252   57520.1752086   417.286726013
78    89159.8622106   55557.2691906   78257.7422794   55557.2691906   373.961525753
79    95189.5069585   59246.8554429   81867.6415284   59246.8554429   422.55158935
80    91217.0309141   56657.5345757   78962.5822827   56657.5345757   568.641230158
81    92614.9624364   56780.1239019   77981.8489579   56780.1239019   379.589615719
82    92007.8454104   58996.1074042   81274.8242156   58996.1074042   338.739500353
83    91861.5845995   54953.3058739   76439.6743993   54953.3058739   2118.36521199
84    94192.3219175   56411.2438367   78862.7244269   56411.2438367   457.662136145
85    93541.2158827   56719.3860981   78628.0131338   56719.3860981   229.168145773
86    97356.2919175   56616.684314   79079.9188896   56616.684314   357.456070974
